Fecha ,Precio
03-jun-19,1.279205
04-jun-19,1.279455
05-jun-19,1.279707
06-jun-19,1.279958
07-jun-19,1.28021
10-jun-19,1.280956
11-jun-19,1.281204
12-jun-19,1.281451
13-jun-19,1.281698
14-jun-19,1.281946
17-jun-19,1.282671
18-jun-19,1.282909
19-jun-19,1.283149
20-jun-19,1.283397
21-jun-19,1.283654
24-jun-19,1.284401
25-jun-19,1.28465
26-jun-19,1.284899
27-jun-19,1.285148
28-jun-19,1.285395
30-jun-19,1.285395
